date,jobcountry,ai_share_postings,is_outlier_ai_share_postings,year,quarter,ai_share_postings_suspect
2019-01-22,US,1.69605877554612,False,2019,1,False
2019-01-22,NL,1.80851168930417,False,2019,1,False
2019-01-22,GB,2.049282147087,False,2019,1,False
2019-01-22,IT,2.1307192897082,False,2019,1,False
2019-01-22,DE,1.97544737985043,False,2019,1,False
2019-01-22,AU,2.12067162950112,False,2019,1,False
2019-01-22,FR,2.33594510766893,False,2019,1,False
2019-01-22,CA,1.76162496651908,False,2019,1,False
2019-01-23,AU,2.10718678064306,False,2019,1,False
2019-01-23,CA,1.75950622749597,False,2019,1,False
2019-01-23,DE,1.97720002205186,False,2019,1,False
2019-01-23,FR,2.32939579957777,False,2019,1,False
2019-01-23,GB,2.0462721155354,False,2019,1,False
2019-01-23,IE,3.91624332751082,False,2019,1,False
2019-01-23,IT,2.12640470970846,False,2019,1,False
2019-01-23,NL,1.81570623626703,False,2019,1,False
2019-01-23,US,1.70439968394178,False,2019,1,False
2019-01-24,US,1.71059921521054,False,2019,1,False
2019-01-24,NL,1.8224678424433,False,2019,1,False
2019-01-24,IT,2.12242571972775,False,2019,1,False
2019-01-24,IE,3.91682985203254,False,2019,1,False
2019-01-24,CA,1.75540975133627,False,2019,1,False
2019-01-24,FR,2.32605461710635,False,2019,1,False
2019-01-24,DE,1.97736931204558,False,2019,1,False
2019-01-24,AU,2.08867827245278,False,2019,1,False
2019-01-24,GB,2.04773467782092,False,2019,1,False
2019-01-25,IT,2.11292388206109,False,2019,1,False
2019-01-25,US,1.71786431703351,False,2019,1,False
2019-01-25,NL,1.82930417982043,False,2019,1,False
2019-01-25,IE,3.90505136255156,False,2019,1,False
2019-01-25,CA,1.7600780935328,False,2019,1,False
2019-01-25,FR,2.31834108885048,False,2019,1,False
2019-01-25,DE,1.97740119225578,False,2019,1,False
2019-01-25,AU,2.07593397291853,False,2019,1,False
2019-01-25,GB,2.04920417990766,False,2019,1,False
2019-01-26,US,1.72070636087123,False,2019,1,False
2019-01-26,NL,1.82686596013757,False,2019,1,False
2019-01-26,IT,2.10584314574636,False,2019,1,False
2019-01-26,IE,3.88720550963163,False,2019,1,False
2019-01-26,GB,2.04753017266579,False,2019,1,False
2019-01-26,DE,1.97877967266527,False,2019,1,False
2019-01-26,CA,1.75325529614698,False,2019,1,False
2019-01-26,AU,2.06689604874331,False,2019,1,False
2019-01-26,FR,2.31150623829625,False,2019,1,False
2019-01-27,IE,3.86248490157632,False,2019,1,False
2019-01-27,NL,1.82534467458629,False,2019,1,False
2019-01-27,IT,2.09796486429027,False,2019,1,False
2019-01-27,GB,2.04462894275719,False,2019,1,False
2019-01-27,US,1.72109176359246,False,2019,1,False
2019-01-27,DE,1.98101966255296,False,2019,1,False
2019-01-27,CA,1.74508485740331,False,2019,1,False
2019-01-27,AU,2.05787719115357,False,2019,1,False
2019-01-27,FR,2.30538671312469,False,2019,1,False
2019-01-28,US,1.72046700815836,False,2019,1,False
2019-01-28,NL,1.82703254370707,False,2019,1,False
2019-01-28,IT,2.09557839142167,False,2019,1,False
2019-01-28,IE,3.8487760642343,False,2019,1,False
2019-01-28,CA,1.7372526736538,False,2019,1,False
2019-01-28,FR,2.29928896999552,False,2019,1,False
2019-01-28,DE,1.98663848063204,False,2019,1,False
2019-01-28,AU,2.05030256050065,False,2019,1,False
2019-01-28,GB,2.04121369632323,False,2019,1,False
2019-01-29,US,1.72248550438577,False,2019,1,False
2019-01-29,NL,1.83182123765964,False,2019,1,False
2019-01-29,IT,2.11543802527571,False,2019,1,False
2019-01-29,IE,3.86058486689819,False,2019,1,False
2019-01-29,GB,2.04650142744551,False,2019,1,False
2019-01-29,FR,2.28914419726307,False,2019,1,False
2019-01-29,DE,1.99257604673782,False,2019,1,False
2019-01-29,CA,1.73109731687683,False,2019,1,False
2019-01-29,AU,2.05234786083828,False,2019,1,False
2019-01-30,NL,1.83545862399318,False,2019,1,False
2019-01-30,IT,2.12464170739804,False,2019,1,False
2019-01-30,IE,3.8624355409648,False,2019,1,False
2019-01-30,GB,2.05052559060062,False,2019,1,False
2019-01-30,US,1.72726736812981,False,2019,1,False
2019-01-30,DE,1.99514176481469,False,2019,1,False
2019-01-30,CA,1.72455336985204,False,2019,1,False
2019-01-30,AU,2.0555328572635,False,2019,1,False
2019-01-30,FR,2.28046648865626,False,2019,1,False
2019-01-31,NL,1.8369936677064,False,2019,1,False
2019-01-31,IT,2.13778225520075,False,2019,1,False
2019-01-31,IE,3.85399689552723,False,2019,1,False
2019-01-31,GB,2.0568079952963,False,2019,1,False
2019-01-31,US,1.73408039747436,False,2019,1,False
2019-01-31,DE,1.99860801232824,False,2019,1,False
2019-01-31,CA,1.72131807290274,False,2019,1,False
2019-01-31,AU,2.06449234309476,False,2019,1,False
2019-01-31,FR,2.2712887500442,False,2019,1,False
2019-02-01,US,1.73992768682374,False,2019,1,False
2019-02-01,NL,1.82355370443491,False,2019,1,False
2019-02-01,IT,2.14356258165653,False,2019,1,False
2019-02-01,IE,3.85103128756942,False,2019,1,False
2019-02-01,GB,2.06693955920866,False,2019,1,False
2019-02-01,DE,2.0001119998835,False,2019,1,False
2019-02-01,CA,1.71050196733375,False,2019,1,False
2019-02-01,AU,2.07244213573538,False,2019,1,False
2019-02-01,FR,2.26542318855659,False,2019,1,False
2019-02-02,IE,3.85059623939199,False,2019,1,False
2019-02-02,NL,1.82844935684226,False,2019,1,False
2019-02-02,IT,2.14776621518997,False,2019,1,False
2019-02-02,US,1.74612644331064,False,2019,1,False
2019-02-02,GB,2.07907775630031,False,2019,1,False
2019-02-02,DE,2.00187590163713,False,2019,1,False
2019-02-02,CA,1.71036743472712,False,2019,1,False
2019-02-02,AU,2.07754773691751,False,2019,1,False
2019-02-02,FR,2.25935129719583,False,2019,1,False
2019-02-03,US,1.75332287130628,False,2019,1,False
2019-02-03,NL,1.83176803044632,False,2019,1,False
2019-02-03,IT,2.15444810178532,False,2019,1,False
2019-02-03,IE,3.85336707630489,False,2019,1,False
2019-02-03,GB,2.09260583777388,False,2019,1,False
2019-02-03,FR,2.2549111978513,False,2019,1,False
2019-02-03,DE,2.00254349568831,False,2019,1,False
2019-02-03,CA,1.71051255029725,False,2019,1,False
2019-02-03,AU,2.08191426747006,False,2019,1,False
2019-02-04,NL,1.83400075283316,False,2019,1,False
2019-02-04,IT,2.15698050861841,False,2019,1,False
2019-02-04,IE,3.84943696143314,False,2019,1,False
2019-02-04,GB,2.10778854871234,False,2019,1,False
2019-02-04,US,1.76240021913132,False,2019,1,False
2019-02-04,DE,1.99664703025809,False,2019,1,False
2019-02-04,CA,1.71103244415971,False,2019,1,False
2019-02-04,AU,2.07887662242751,False,2019,1,False
2019-02-04,FR,2.25081931072028,False,2019,1,False
2019-02-05,NL,1.83143746066322,False,2019,1,False
2019-02-05,IT,2.14578857634742,False,2019,1,False
2019-02-05,IE,3.83801853582597,False,2019,1,False
2019-02-05,GB,2.11563896899202,False,2019,1,False
2019-02-05,US,1.76880552971464,False,2019,1,False
2019-02-05,DE,1.98993164253469,False,2019,1,False
2019-02-05,CA,1.71127050811483,False,2019,1,False
2019-02-05,AU,2.07429937042028,False,2019,1,False
2019-02-05,FR,2.25240800104124,False,2019,1,False
2019-02-06,US,1.77267731025791,False,2019,1,False
2019-02-06,NL,1.83050945622863,False,2019,1,False
2019-02-06,IT,2.13262210012591,False,2019,1,False
2019-02-06,IE,3.84468767481238,False,2019,1,False
2019-02-06,GB,2.12161182696795,False,2019,1,False
2019-02-06,DE,1.99208488770163,False,2019,1,False
2019-02-06,CA,1.70898123526634,False,2019,1,False
2019-02-06,AU,2.07083943887335,False,2019,1,False
2019-02-06,FR,2.25555533540366,False,2019,1,False
2019-02-07,IE,3.8558443327269,False,2019,1,False
2019-02-07,NL,1.8305964784034,False,2019,1,False
2019-02-07,IT,2.1215064036216,False,2019,1,False
2019-02-07,GB,2.12358467466696,False,2019,1,False
2019-02-07,US,1.77539050205635,False,2019,1,False
2019-02-07,DE,1.99012271813082,False,2019,1,False
2019-02-07,AU,2.06430227450196,False,2019,1,False
2019-02-07,FR,2.25861602850744,False,2019,1,False
2019-02-07,CA,1.70601322640348,False,2019,1,False
2019-02-08,US,1.77866970302851,False,2019,1,False
2019-02-08,AU,2.0645947760716,False,2019,1,False
2019-02-08,CA,1.70482717178948,False,2019,1,False
2019-02-08,DE,1.99097048535081,False,2019,1,False
2019-02-08,FR,2.26169698675267,False,2019,1,False
2019-02-08,GB,2.12658163214738,False,2019,1,False
2019-02-08,IE,3.87709299898631,False,2019,1,False
2019-02-08,IT,2.11693092950636,False,2019,1,False
2019-02-08,NL,1.84541134184377,False,2019,1,False
2019-02-09,US,1.78201637669161,False,2019,1,False
2019-02-09,NL,1.84572509919399,False,2019,1,False
2019-02-09,IT,2.10888137487493,False,2019,1,False
2019-02-09,IE,3.89467936223004,False,2019,1,False
2019-02-09,CA,1.70275492695189,False,2019,1,False
2019-02-09,FR,2.26811882071937,False,2019,1,False
2019-02-09,DE,1.99148662036247,False,2019,1,False
2019-02-09,AU,2.06669262133033,False,2019,1,False
2019-02-09,GB,2.12692834847896,False,2019,1,False
2019-02-10,IE,3.91116434120703,False,2019,1,False
2019-02-10,NL,1.84644256282627,False,2019,1,False
2019-02-10,IT,2.09954674957973,False,2019,1,False
2019-02-10,US,1.78316827191777,False,2019,1,False
2019-02-10,GB,2.12773128441582,False,2019,1,False
2019-02-10,DE,1.99240467201739,False,2019,1,False
2019-02-10,CA,1.69992510872173,False,2019,1,False
2019-02-10,AU,2.07154118302241,False,2019,1,False
2019-02-10,FR,2.27223434062653,False,2019,1,False
2019-02-11,NL,1.84605080938991,False,2019,1,False
2019-02-11,IT,2.08995332629301,False,2019,1,False
2019-02-11,IE,3.92547287472646,False,2019,1,False
2019-02-11,GB,2.12772163536548,False,2019,1,False
2019-02-11,US,1.78386941552444,False,2019,1,False
2019-02-11,DE,1.99710666585587,False,2019,1,False
2019-02-11,CA,1.69659720037375,False,2019,1,False
2019-02-11,AU,2.07814874323571,False,2019,1,False
2019-02-11,FR,2.27771210957488,False,2019,1,False
2019-02-12,US,1.78171464396248,False,2019,1,False
2019-02-12,NL,1.84735529588682,False,2019,1,False
2019-02-12,IT,2.0757362216481,False,2019,1,False
2019-02-12,IE,3.92016085622451,False,2019,1,False
2019-02-12,GB,2.12160124073589,False,2019,1,False
2019-02-12,DE,1.9980753977541,False,2019,1,False
2019-02-12,CA,1.69331646791505,False,2019,1,False
2019-02-12,AU,2.07677219718554,False,2019,1,False
2019-02-12,FR,2.27829556897544,False,2019,1,False
2019-02-13,IT,2.07107075488113,False,2019,1,False
2019-02-13,US,1.77898432063322,False,2019,1,False
2019-02-13,NL,1.84791764059785,False,2019,1,False
2019-02-13,IE,3.92022285588042,False,2019,1,False
2019-02-13,CA,1.69035897939865,False,2019,1,False
2019-02-13,FR,2.27539179750968,False,2019,1,False
2019-02-13,DE,1.9954495493823,False,2019,1,False
2019-02-13,GB,2.1195795768,False,2019,1,False
2019-02-13,AU,2.07297045368858,False,2019,1,False
2019-02-14,US,1.77621442101321,False,2019,1,False
2019-02-14,NL,1.85088006910753,False,2019,1,False
2019-02-14,IT,2.06385663753736,False,2019,1,False
2019-02-14,IE,3.92447504826114,False,2019,1,False
2019-02-14,GB,2.1190968095425,False,2019,1,False
2019-02-14,FR,2.27731901943088,False,2019,1,False
2019-02-14,DE,1.99770470257879,False,2019,1,False
2019-02-14,CA,1.68835786144859,False,2019,1,False
2019-02-14,AU,2.07030335810557,False,2019,1,False
2019-02-15,NL,1.85252506224999,False,2019,1,False
2019-02-15,IT,2.06068913698837,False,2019,1,False
2019-02-15,IE,3.9276919799778,False,2019,1,False
2019-02-15,GB,2.11565879681424,False,2019,1,False
2019-02-15,US,1.77192552841086,False,2019,1,False
2019-02-15,DE,1.99756942401562,False,2019,1,False
2019-02-15,CA,1.68825599964855,False,2019,1,False
2019-02-15,AU,2.05842828801875,False,2019,1,False
2019-02-15,FR,2.2741510520336,False,2019,1,False
2019-02-16,NL,1.85091266412427,False,2019,1,False
2019-02-16,IT,2.06232573485034,False,2019,1,False
2019-02-16,IE,3.92560124090782,False,2019,1,False
2019-02-16,GB,2.10865870653653,False,2019,1,False
2019-02-16,US,1.76334710594372,False,2019,1,False
2019-02-16,DE,1.99530762188965,False,2019,1,False
2019-02-16,CA,1.69205003348649,False,2019,1,False
2019-02-16,AU,2.04685340090301,False,2019,1,False
2019-02-16,FR,2.26737778063604,False,2019,1,False
2019-02-17,US,1.75986792612372,False,2019,1,False
2019-02-17,NL,1.84983672351859,False,2019,1,False
2019-02-17,IT,2.06268019392864,False,2019,1,False
2019-02-17,IE,3.9415077624546,False,2019,1,False
2019-02-17,GB,2.10374974869057,False,2019,1,False
2019-02-17,DE,1.9954476096036,False,2019,1,False
2019-02-17,CA,1.69839508107151,False,2019,1,False
2019-02-17,AU,2.02543569530659,False,2019,1,False
2019-02-17,FR,2.26171880005075,False,2019,1,False
2019-02-18,IT,2.06310604505239,False,2019,1,False
2019-02-18,US,1.75630478477261,False,2019,1,False
2019-02-18,NL,1.84515217509138,False,2019,1,False
2019-02-18,IE,3.95469479088877,False,2019,1,False
2019-02-18,GB,2.09731490077896,False,2019,1,False
2019-02-18,FR,2.25670364057512,False,2019,1,False
2019-02-18,DE,1.99620043950075,False,2019,1,False
2019-02-18,CA,1.70583091831092,False,2019,1,False
2019-02-18,AU,2.01237448580204,False,2019,1,False
2019-02-19,US,1.75481623458964,False,2019,1,False
2019-02-19,NL,1.84093643582619,False,2019,1,False
2019-02-19,IT,2.06521686409243,False,2019,1,False
2019-02-19,IE,3.97941689378622,False,2019,1,False
2019-02-19,GB,2.09456870411018,False,2019,1,False
2019-02-19,FR,2.25397072180114,False,2019,1,False
2019-02-19,DE,1.99888818264938,False,2019,1,False
2019-02-19,CA,1.714648185484,False,2019,1,False
2019-02-19,AU,2.01025310078236,False,2019,1,False
2019-02-20,NL,1.83638252161227,False,2019,1,False
2019-02-20,IT,2.07271441138614,False,2019,1,False
2019-02-20,IE,4.00336043468219,False,2019,1,False
2019-02-20,GB,2.09162083286673,False,2019,1,False
2019-02-20,US,1.75201823454979,False,2019,1,False
2019-02-20,DE,2.00046200303538,False,2019,1,False
2019-02-20,CA,1.71731224672021,False,2019,1,False
2019-02-20,AU,2.00965212765475,False,2019,1,False
2019-02-20,FR,2.25207647097727,False,2019,1,False
2019-02-21,NL,1.82660379878064,False,2019,1,False
2019-02-21,IT,2.07835355163946,False,2019,1,False
2019-02-21,IE,4.01957924765552,False,2019,1,False
2019-02-21,GB,2.08753253357583,False,2019,1,False
2019-02-21,US,1.74943064942312,False,2019,1,False
2019-02-21,DE,2.00118597981446,False,2019,1,False
2019-02-21,CA,1.71929999374956,False,2019,1,False
2019-02-21,AU,2.01666059483581,False,2019,1,False
2019-02-21,FR,2.24536306538308,False,2019,1,False
2019-02-22,US,1.74810020371754,False,2019,1,False
2019-02-22,NL,1.81963392811177,False,2019,1,False
2019-02-22,IT,2.07920377092745,False,2019,1,False
2019-02-22,IE,4.03350835498816,False,2019,1,False
2019-02-22,GB,2.08481141553476,False,2019,1,False
2019-02-22,DE,2.00207629564611,False,2019,1,False
2019-02-22,CA,1.71766924267474,False,2019,1,False
2019-02-22,AU,2.02932719456138,False,2019,1,False
2019-02-22,FR,2.24171980902401,False,2019,1,False
2019-02-23,IE,4.06125523619608,False,2019,1,False
2019-02-23,NL,1.81531985372309,False,2019,1,False
2019-02-23,IT,2.08130658691472,False,2019,1,False
2019-02-23,GB,2.08657201899488,False,2019,1,False
2019-02-23,US,1.74965853545372,False,2019,1,False
2019-02-23,DE,2.00506811908918,False,2019,1,False
2019-02-23,CA,1.7147109681184,False,2019,1,False
2019-02-23,AU,2.03870458323095,False,2019,1,False
2019-02-23,FR,2.2422154437246,False,2019,1,False
2019-02-24,US,1.74913722053509,False,2019,1,False
2019-02-24,NL,1.81069371536019,False,2019,1,False
2019-02-24,IT,2.08718549813868,False,2019,1,False
2019-02-24,IE,4.07312600783587,False,2019,1,False
2019-02-24,GB,2.08832324929548,False,2019,1,False
2019-02-24,FR,2.24305338560688,False,2019,1,False
2019-02-24,DE,2.00682874655595,False,2019,1,False
2019-02-24,CA,1.70854081195753,False,2019,1,False
2019-02-24,AU,2.05604211966903,False,2019,1,False
2019-02-25,NL,1.80888544981406,False,2019,1,False
2019-02-25,IT,2.08847820839894,False,2019,1,False
2019-02-25,IE,4.08499412688996,False,2019,1,False
2019-02-25,GB,2.09139951132633,False,2019,1,False
2019-02-25,US,1.74789309303373,False,2019,1,False
2019-02-25,DE,2.00794561062665,False,2019,1,False
2019-02-25,CA,1.70187010972799,False,2019,1,False
2019-02-25,AU,2.06340757193672,False,2019,1,False
2019-02-25,FR,2.2426594595863,False,2019,1,False
2019-02-26,NL,1.80844149562159,False,2019,1,False
2019-02-26,IT,2.09449940831358,False,2019,1,False
2019-02-26,IE,4.0850145964796,False,2019,1,False
2019-02-26,GB,2.09389873676327,False,2019,1,False
2019-02-26,US,1.74642721969506,False,2019,1,False
2019-02-26,DE,2.00959659570566,False,2019,1,False
2019-02-26,CA,1.69307834934294,False,2019,1,False
2019-02-26,AU,2.06803815538746,False,2019,1,False
2019-02-26,FR,2.24136161975902,False,2019,1,False
2019-02-27,US,1.74443166107338,False,2019,1,False
2019-02-27,NL,1.81039350897866,False,2019,1,False
2019-02-27,IT,2.09576408152279,False,2019,1,False
2019-02-27,IE,4.08368411771508,False,2019,1,False
